Datetime,S1,S2,S3,T,P
09/17/2020 07:23:26,2.89,2.46,2.19,28,2.72194
09/17/2020 07:23:27,2.85,2.49,2.26,28,2.7436
09/17/2020 07:23:28,2.93,2.56,2.21,28,2.7797
09/17/2020 07:23:28,2.91,2.54,2.2,28,2.76165
09/17/2020 07:23:29,2.92,2.54,2.22,28,2.77248
09/17/2020 07:23:30,2.88,2.5,2.25,28,2.75443
09/17/2020 07:23:31,2.83,2.52,2.24,28,2.73999
09/17/2020 07:23:32,2.82,2.48,2.26,28,2.72916
09/17/2020 07:23:33,2.83,2.47,2.24,28,2.72194
09/17/2020 07:23:34,2.86,2.46,2.26,28,2.73638
09/17/2020 07:23:35,2.83,2.46,2.23,28,2.71472
09/17/2020 07:23:36,2.84,2.48,2.2,28,2.71472
09/17/2020 07:23:37,2.88,2.48,2.19,28,2.72555
09/17/2020 07:23:37,2.83,2.5,2.24,28,2.73277
09/17/2020 07:23:38,2.81,2.49,2.25,28,2.72555
09/17/2020 07:23:39,2.79,2.46,2.22,28,2.69667
09/17/2020 07:23:40,2.82,2.49,2.22,28,2.71833
09/17/2020 07:23:41,2.94,2.53,2.26,28,2.79053
09/17/2020 07:23:42,2.84,2.5,2.25,28,2.73999
09/17/2020 07:23:43,2.9,2.53,2.25,28,2.77248
09/17/2020 07:23:44,2.85,2.49,2.27,28,2.74721
09/17/2020 07:23:45,2.84,2.5,2.28,28,2.75082
09/17/2020 07:23:46,2.84,2.48,2.33,28,2.76165
09/17/2020 07:23:47,2.87,2.47,2.22,28,2.72916
09/17/2020 07:23:47,2.82,2.47,2.3,28,2.73999
09/17/2020 07:23:48,2.91,2.51,2.27,28,2.77609
09/17/2020 07:23:49,2.84,2.5,2.27,28,2.74721
09/17/2020 07:23:50,2.87,2.52,3.06,28,3.05045
09/17/2020 07:23:51,2.81,2.48,2.24,28,2.71833
09/17/2020 07:23:52,2.88,2.5,2.26,28,2.75804
09/17/2020 07:23:53,2.8,2.49,2.24,28,2.71833
09/17/2020 07:23:54,2.81,2.56,2.24,28,2.74721
09/17/2020 07:23:55,2.87,2.49,2.28,28,2.75804
09/17/2020 07:23:56,2.81,2.5,2.27,28,2.73638
09/17/2020 07:23:56,2.81,2.53,2.22,28,2.72916
09/17/2020 07:23:57,2.84,2.47,2.22,28,2.71833
09/17/2020 07:23:58,2.88,2.51,2.23,28,2.75082
09/17/2020 07:23:59,2.82,2.52,2.24,28,2.73638
09/17/2020 07:24:00,2.84,2.48,2.23,28,2.72555
09/17/2020 07:24:01,2.82,2.47,2.2,28,2.70389
09/17/2020 07:24:02,2.86,2.49,2.18,28,2.71833
09/17/2020 07:24:03,2.84,2.49,2.21,28,2.72194
09/17/2020 07:24:04,2.89,2.54,2.24,28,2.76887
09/17/2020 07:24:05,2.87,2.56,2.25,28,2.77248
09/17/2020 07:24:05,2.87,2.51,2.21,28,2.73999
09/17/2020 07:24:06,2.86,2.5,2.2,28,2.72916
09/17/2020 07:24:07,2.83,2.52,2.21,28,2.72916
09/17/2020 07:24:08,2.84,2.53,2.18,28,2.72555
09/17/2020 07:24:09,2.83,2.5,2.25,28,2.73638
09/17/2020 07:24:10,2.83,2.51,2.22,28,2.72916
09/17/2020 07:24:11,2.79,2.55,2.21,28,2.72555
09/17/2020 07:24:12,2.91,2.51,2.55,28,2.87717
09/17/2020 07:24:13,2.63,0.91,0.76,28,1.5523
09/17/2020 07:24:14,0,0.74,0,28,0.26714
09/17/2020 07:24:14,0,0.72,0,28,0.25992
09/17/2020 07:24:15,0,1.15,0.74,28,0.68229
09/17/2020 07:24:16,2.48,2.16,1.57,28,2.24181
09/17/2020 07:24:17,2.06,1.73,1.51,28,1.9133
09/17/2020 07:24:18,2.06,1.74,1.45,28,1.89525
09/17/2020 07:24:19,0,1.14,0.82,28,0.70756
09/17/2020 07:24:20,2.64,1.17,0.83,28,1.67504
09/17/2020 07:24:21,0,2.31,1.63,28,1.42234
09/17/2020 07:24:22,2.11,2.06,1.06,28,1.88803
09/17/2020 07:24:23,0,2.63,1.28,28,1.41151
09/17/2020 07:24:23,0,3.71,5.09,28,3.1768
09/17/2020 07:24:24,13.47,16.21,20.48,28,18.10776
09/17/2020 07:24:25,28.78,26.57,15.94,28,25.73569
09/17/2020 07:24:26,6.44,5.5,3.07,28,5.41861
09/17/2020 07:24:27,3.33,3,2.57,28,3.2129
09/17/2020 07:24:28,3.11,2.68,2.31,28,2.9241
09/17/2020 07:24:29,2.88,2.54,2.25,28,2.76887
09/17/2020 07:24:30,2.87,2.47,2.25,28,2.73999
09/17/2020 07:24:31,2.86,2.43,2.24,28,2.71833
09/17/2020 07:24:32,2.85,2.47,2.19,28,2.71111
09/17/2020 07:24:32,2.88,2.5,2.23,28,2.74721
09/17/2020 07:24:33,2.91,2.46,2.22,28,2.73999
09/17/2020 07:24:34,2.92,2.44,2.23,28,2.73999
09/17/2020 07:24:35,2.84,2.49,2.27,28,2.7436
09/17/2020 07:24:36,2.84,2.47,2.25,28,2.72916
09/17/2020 07:24:37,2.85,2.45,2.25,28,2.72555
09/17/2020 07:24:38,2.92,2.48,2.26,28,2.76526
09/17/2020 07:24:39,2.84,2.47,2.22,28,2.71833
09/17/2020 07:24:40,2.83,2.48,2.21,28,2.71472
09/17/2020 07:24:41,2.87,2.64,2.18,28,2.77609
09/17/2020 07:24:42,2.83,2.55,2.23,28,2.74721
09/17/2020 07:24:42,2.84,2.56,2.21,28,2.74721
09/17/2020 07:24:43,2.8,2.56,2.32,28,2.77248
09/17/2020 07:24:44,3.27,2.48,2.24,28,2.88439
09/17/2020 07:24:45,2.8,2.48,2.2,28,2.70028
09/17/2020 07:24:46,2.89,2.51,2.23,28,2.75443
09/17/2020 07:24:47,2.91,2.45,2.22,28,2.73638
09/17/2020 07:24:48,2.87,2.46,2.23,28,2.72916
09/17/2020 07:24:49,2.86,2.46,2.25,28,2.73277
09/17/2020 07:24:50,2.84,2.46,2.25,28,2.72555
09/17/2020 07:24:51,2.84,2.43,2.26,28,2.71833
09/17/2020 07:24:51,2.87,2.46,2.27,28,2.7436
09/17/2020 07:24:52,2.85,2.49,2.25,28,2.73999
09/17/2020 07:24:53,2.84,2.44,2.27,28,2.72555
09/17/2020 07:24:54,2.85,2.47,2.3,28,2.75082
09/17/2020 07:24:55,2.87,2.52,2.29,28,2.77248
09/17/2020 07:24:56,2.9,2.45,2.28,28,2.75443
09/17/2020 07:24:57,2.85,2.41,2.27,28,2.71833
09/17/2020 07:24:58,2.85,2.36,2.22,28,2.68223
09/17/2020 07:24:59,2.88,2.49,2.31,28,2.77248
09/17/2020 07:25:00,2.85,2.42,2.26,28,2.71833
09/17/2020 07:25:00,2.84,2.42,2.26,28,2.71472
09/17/2020 07:25:01,2.86,2.4,2.2,28,2.69306
09/17/2020 07:25:02,3.02,2.4,3.25,28,3.12987
09/17/2020 07:25:03,2.87,2.37,2.24,28,2.70028
09/17/2020 07:25:04,2.79,2.39,2.25,28,2.68223
09/17/2020 07:25:05,2.87,2.44,2.28,28,2.73999
09/17/2020 07:25:06,2.88,2.53,2.3,28,2.78331
09/17/2020 07:25:07,2.86,2.52,2.29,28,2.76887
09/17/2020 07:25:08,2.87,2.49,2.25,28,2.74721
09/17/2020 07:25:09,2.89,2.43,2.27,28,2.73999
09/17/2020 07:25:09,2.85,2.45,2.26,28,2.72916
09/17/2020 07:25:10,2.93,2.5,2.22,28,2.76165
09/17/2020 07:25:11,2.85,2.41,2.22,28,2.70028
09/17/2020 07:25:12,2.86,2.43,2.21,28,2.7075
09/17/2020 07:25:13,2.87,2.43,3.74,28,3.26344
09/17/2020 07:25:14,2.58,2.37,2.23,28,2.59198
09/17/2020 07:25:15,2.81,2.41,2.25,28,2.69667
09/17/2020 07:25:16,2.84,2.44,2.24,28,2.71472
09/17/2020 07:25:17,2.87,2.46,2.27,28,2.7436
09/17/2020 07:25:18,2.84,2.45,2.25,28,2.72194
09/17/2020 07:25:18,2.84,2.43,2.22,28,2.70389
09/17/2020 07:25:19,2.86,2.44,2.24,28,2.72194
09/17/2020 07:25:20,2.78,2.39,2.24,28,2.67501
09/17/2020 07:25:21,2.82,2.45,2.19,28,2.69306
09/17/2020 07:25:22,2.77,2.4,2.23,28,2.6714
09/17/2020 07:25:23,2.82,2.41,2.23,28,2.69306
09/17/2020 07:25:24,2.9,2.45,1.39,28,2.43314
09/17/2020 07:25:25,0,0.94,0,28,0.33934
09/17/2020 07:25:26,0,0.75,0,28,0.27075
09/17/2020 07:25:27,0,0.74,0.78,28,0.54872
09/17/2020 07:25:27,0,0.81,3.11,28,1.41512
09/17/2020 07:25:28,2.12,1.64,1.57,28,1.92413
09/17/2020 07:25:29,2.05,1.64,1.53,28,1.88442
09/17/2020 07:25:30,2.07,1.6,0.76,28,1.59923
09/17/2020 07:25:31,0,2.55,1.55,28,1.4801
09/17/2020 07:25:32,0,1.19,0.91,28,0.7581
09/17/2020 07:25:33,2.67,2.01,1.63,28,2.27791
09/17/2020 07:25:34,1.81,1.17,0.94,28,1.41512
09/17/2020 07:25:35,2.06,1.1,2.53,28,2.05409
09/17/2020 07:25:36,3.82,9.92,13.79,28,9.93833
09/17/2020 07:25:36,19.88,23.85,28.51,28,26.07864
09/17/2020 07:25:37,5.91,5.04,5.99,28,6.11534
09/17/2020 07:25:38,2.85,2.65,2.59,28,2.92049
09/17/2020 07:25:39,2.79,2.43,2.26,28,2.70028
09/17/2020 07:25:40,2.74,2.36,2.23,28,2.64613
09/17/2020 07:25:41,2.72,2.33,2.18,28,2.61003
09/17/2020 07:25:42,2.77,2.38,2.18,28,2.64613
09/17/2020 07:25:43,2.79,2.39,2.19,28,2.66057
09/17/2020 07:25:44,2.82,2.36,2.15,28,2.64613
09/17/2020 07:25:45,2.81,2.54,2.17,28,2.71472
09/17/2020 07:25:46,2.75,2.38,2.17,28,2.6353
09/17/2020 07:25:46,2.75,2.36,2.16,28,2.62447
09/17/2020 07:25:47,2.74,2.37,2.17,28,2.62808
09/17/2020 07:25:48,2.72,2.37,2.16,28,2.61725
09/17/2020 07:25:49,2.76,2.39,2.14,28,2.63169
09/17/2020 07:25:50,2.74,2.35,2.17,28,2.62086
09/17/2020 07:25:51,2.72,2.46,2.23,28,2.67501
09/17/2020 07:25:52,2.71,2.37,2.15,28,2.61003
09/17/2020 07:25:53,2.72,2.86,2.09,28,2.76887
09/17/2020 07:25:54,2.69,2.36,2.19,28,2.61364
09/17/2020 07:25:55,2.73,2.38,2.18,28,2.63169
09/17/2020 07:25:55,2.72,2.37,2.17,28,2.62086
09/17/2020 07:25:56,2.72,2.36,2.17,28,2.61725
09/17/2020 07:25:57,2.72,2.37,2.16,28,2.61725
09/17/2020 07:25:58,2.75,2.36,2.11,28,2.60642
09/17/2020 07:25:59,2.71,2.39,2.17,28,2.62447
09/17/2020 07:26:00,2.73,2.4,2.17,28,2.6353
09/17/2020 07:26:01,2.74,2.39,2.14,28,2.62447
09/17/2020 07:26:02,2.72,2.44,2.16,28,2.64252
09/17/2020 07:26:03,2.74,2.42,2.15,28,2.63891
09/17/2020 07:26:04,2.75,2.45,2.13,28,2.64613
09/17/2020 07:26:04,2.75,2.43,2.14,28,2.64252
09/17/2020 07:26:05,2.75,2.43,2.15,28,2.64613
09/17/2020 07:26:06,2.74,2.42,2.15,28,2.63891
09/17/2020 07:26:07,2.72,2.42,2.15,28,2.63169
09/17/2020 07:26:08,2.7,2.43,2.14,28,2.62447
09/17/2020 07:26:09,2.72,2.42,2.14,28,2.62808
09/17/2020 07:26:10,2.73,2.41,2.15,28,2.63169
09/17/2020 07:26:11,2.71,2.47,2.17,28,2.65335
09/17/2020 07:26:12,2.74,2.49,2.16,28,2.66779
09/17/2020 07:26:13,2.75,2.48,2.15,28,2.66418
09/17/2020 07:26:13,2.75,2.43,2.18,28,2.65696
09/17/2020 07:26:14,2.74,2.41,2.15,28,2.6353
09/17/2020 07:26:15,2.76,2.43,2.16,28,2.65335
09/17/2020 07:26:16,2.76,2.42,2.14,28,2.64252
09/17/2020 07:26:17,2.76,2.45,2.15,28,2.65696
09/17/2020 07:26:18,2.85,2.39,2.16,28,2.6714
09/17/2020 07:26:19,2.77,2.45,2.17,28,2.66779
09/17/2020 07:26:20,2.8,2.44,2.17,28,2.67501
09/17/2020 07:26:21,2.75,2.42,2.18,28,2.65335
09/17/2020 07:26:22,2.74,2.41,2.18,28,2.64613
09/17/2020 07:26:22,2.74,2.43,2.17,28,2.64974
09/17/2020 07:26:23,2.75,2.42,2.19,28,2.65696
09/17/2020 07:26:24,2.77,2.42,2.13,28,2.64252
09/17/2020 07:26:25,2.8,2.58,2.17,28,2.72555
09/17/2020 07:26:26,2.76,2.44,2.15,28,2.65335
09/17/2020 07:26:27,2.8,3.21,2.01,28,2.89522
09/17/2020 07:26:28,2.72,2.42,2.15,28,2.63169
09/17/2020 07:26:29,2.74,2.46,2.2,28,2.6714
09/17/2020 07:26:30,2.76,2.44,2.19,28,2.66779
09/17/2020 07:26:31,2.73,2.43,2.17,28,2.64613
09/17/2020 07:26:31,2.74,2.45,2.18,28,2.66057
09/17/2020 07:26:32,2.75,2.44,2.18,28,2.66057
09/17/2020 07:26:33,2.77,2.43,2.13,28,2.64613
09/17/2020 07:26:34,2.79,2.52,3.07,28,3.02518
09/17/2020 07:26:35,2.74,2.43,2.15,28,2.64252
09/17/2020 07:26:36,2.75,2.53,2.24,28,2.71472
09/17/2020 07:26:37,2.7,2.44,2.14,28,2.62808
09/17/2020 07:26:38,2.74,2.41,2.13,28,2.62808
09/17/2020 07:26:39,2.72,2.41,2.13,28,2.62086
09/17/2020 07:26:40,2.75,2.46,2.16,28,2.66057
09/17/2020 07:26:40,2.73,2.44,2.15,28,2.64252
09/17/2020 07:26:41,2.76,2.43,2.17,28,2.65696
09/17/2020 07:26:42,2.73,2.42,2.15,28,2.6353
09/17/2020 07:26:43,2.75,2.44,2.11,28,2.6353
09/17/2020 07:26:44,2.84,2.58,2.09,28,2.71111
09/17/2020 07:26:45,2.7,2.45,2.18,28,2.64613
09/17/2020 07:26:46,2.82,3.06,2.78,28,3.12626
09/17/2020 07:26:47,2.74,2.44,2.21,28,2.66779
09/17/2020 07:26:48,2.72,2.49,2.4,28,2.74721
09/17/2020 07:26:49,2.73,2.42,2.17,28,2.64252
09/17/2020 07:26:50,2.75,2.67,2.11,28,2.71833
09/17/2020 07:26:50,5.02,2.08,2.21,28,3.36091
09/17/2020 07:26:51,2.78,2.42,2.12,28,2.64252
09/17/2020 07:26:52,2.89,3.22,1.96,28,2.91327
09/17/2020 07:26:53,2.8,2.47,2.12,28,2.66779
09/17/2020 07:26:54,2.91,3.96,2.22,28,3.28149
09/17/2020 07:26:55,2.73,2.44,2.12,28,2.63169
09/17/2020 07:26:56,2.79,2.63,2.16,28,2.73638
09/17/2020 07:26:57,2.7,2.42,2.12,28,2.61364
09/17/2020 07:26:58,2.78,3.68,2.04,28,3.0685
09/17/2020 07:26:59,2.72,2.44,4.87,28,3.62083
09/17/2020 07:26:59,3.68,2.54,4.4,28,3.83382
09/17/2020 07:27:00,3.19,2.66,3.12,28,3.23817
09/17/2020 07:27:01,3.48,2.57,3.25,28,3.3573
09/17/2020 07:27:02,4.88,2.28,3.13,28,3.71469
09/17/2020 07:27:03,3.47,2.6,3.25,28,3.36452
09/17/2020 07:27:04,4.31,2.91,2.99,28,3.68581
09/17/2020 07:27:05,3.43,2.6,3.04,28,3.27427
09/17/2020 07:27:06,3.47,4.08,2.75,28,3.7183
09/17/2020 07:27:07,3.46,2.56,3.05,28,3.27427
09/17/2020 07:27:08,3.66,2.77,4.76,28,4.03959
09/17/2020 07:27:08,3.27,2.56,3.06,28,3.20929
09/17/2020 07:27:09,3.41,2.54,3.06,28,3.25261
09/17/2020 07:27:10,3.52,2.57,4.72,28,3.90241
09/17/2020 07:27:11,3.19,2.58,3.06,28,3.18763
09/17/2020 07:27:12,3.45,2.57,3.05,28,3.27427
09/17/2020 07:27:13,3.57,3.83,4.07,28,4.14067
09/17/2020 07:27:14,3.42,2.64,3.02,28,3.27788
09/17/2020 07:27:15,3.42,2.63,3.04,28,3.28149
09/17/2020 07:27:16,3.45,4.31,2.75,28,3.79411
09/17/2020 07:27:16,3.43,2.61,3.02,28,3.27066
09/17/2020 07:27:17,3.38,2.55,3.36,28,3.35369
09/17/2020 07:27:18,3.4,4.4,2.66,28,3.77606
09/17/2020 07:27:19,3.41,2.58,3.05,28,3.26344
09/17/2020 07:27:20,3.4,2.55,3.1,28,3.26705
09/17/2020 07:27:21,3.44,2.6,3.06,28,3.2851
09/17/2020 07:27:22,3.43,2.61,3.02,28,3.27066
09/17/2020 07:27:23,3.37,2.76,3.24,28,3.38257
09/17/2020 07:27:24,4.02,2.56,3,28,3.45838
09/17/2020 07:27:25,3.35,2.6,3.01,28,3.23456
09/17/2020 07:27:25,3.36,2.67,3.05,28,3.27788
09/17/2020 07:27:26,3.47,2.62,3.09,28,3.31398
09/17/2020 07:27:27,3.44,2.62,3.1,28,3.30676
09/17/2020 07:27:28,3.46,2.58,3.07,28,3.28871
09/17/2020 07:27:29,3.51,2.56,2.03,28,2.9241
09/17/2020 07:27:30,2.04,0.94,1.57,28,1.64255
09/17/2020 07:27:31,1.92,0.74,1.54,28,1.5162
09/17/2020 07:27:32,1.9,0.97,1.79,28,1.68226
09/17/2020 07:27:33,1.96,3.07,2.74,28,2.80497
09/17/2020 07:27:34,2.61,1.89,2.34,28,2.46924
09/17/2020 07:27:34,2.62,1.91,2.33,28,2.47646
09/17/2020 07:27:35,2.65,1.18,1.85,28,2.05048
09/17/2020 07:27:36,3.67,1.98,1.85,28,2.7075
09/17/2020 07:27:37,2.26,1.35,3.16,28,2.44397
09/17/2020 07:27:38,3.16,2.18,2.6,28,2.86634
09/17/2020 07:27:39,2.23,2.3,2.86,28,2.66779
09/17/2020 07:27:40,2.21,3.24,4.73,28,3.67498
09/17/2020 07:27:41,8.67,14.18,17.42,28,14.53747
09/17/2020 07:27:42,14.1,3.85,3.67,28,7.80482
09/17/2020 07:27:43,4.15,2.74,3.2,28,3.64249
09/17/2020 07:27:43,3.32,2.4,2.82,28,3.08294
09/17/2020 07:27:44,3.24,2.35,2.82,28,3.03601
09/17/2020 07:27:45,3.23,2.36,2.82,28,3.03601
09/17/2020 07:27:46,3.37,2.66,2.97,28,3.249
09/17/2020 07:27:47,3.22,2.38,2.89,28,3.06489
09/17/2020 07:27:48,3.27,2.38,2.92,28,3.09377
09/17/2020 07:27:49,3.27,2.44,2.88,28,3.10099
09/17/2020 07:27:50,3.29,2.38,3.02,28,3.13709
09/17/2020 07:27:51,3.37,3.09,2.9,28,3.37896
09/17/2020 07:27:52,3.31,2.39,2.82,28,3.07572
09/17/2020 07:27:52,3.24,2.38,2.81,28,3.04323
09/17/2020 07:27:53,3.22,2.37,2.8,28,3.02879
09/17/2020 07:27:54,3.28,3.47,2.97,28,3.50892
09/17/2020 07:27:55,3.2,2.4,2.81,28,3.03601
09/17/2020 07:27:56,3.23,2.37,2.85,28,3.05045
09/17/2020 07:27:57,3.24,2.37,2.96,28,3.09377
09/17/2020 07:27:58,3.39,2.01,1.75,28,2.58115
09/17/2020 07:27:59,2.09,0.8,1.65,28,1.63894
09/17/2020 07:28:00,2,0.74,1.79,28,1.63533
09/17/2020 07:28:01,2.17,1.36,3.64,28,2.58837
09/17/2020 07:28:01,2.67,1.87,2.3,28,2.46924
09/17/2020 07:28:02,2.63,1.87,2.28,28,2.44758
09/17/2020 07:28:03,2.62,1.51,1.76,28,2.12629
09/17/2020 07:28:04,2.16,2.98,2.09,28,2.61003
09/17/2020 07:28:05,2.15,1.37,1.8,28,1.92052
09/17/2020 07:28:06,3.17,2.17,2.71,28,2.90605
09/17/2020 07:28:07,2.18,1.37,3.05,28,2.3826
09/17/2020 07:28:08,2.63,1.38,4.34,28,3.01435
09/17/2020 07:28:09,2.3,4.55,3,28,3.55585
09/17/2020 07:28:10,3.32,2.44,2.03,28,2.81219
09/17/2020 07:28:10,3.96,2.24,2.86,28,3.27066
09/17/2020 07:28:11,3.33,2.48,2.92,28,3.15153
09/17/2020 07:28:12,3.37,2.42,2.83,28,3.11182
09/17/2020 07:28:13,3.35,2.42,2.81,28,3.09738
09/17/2020 07:28:14,2.98,2.01,2.52,28,2.71111
09/17/2020 07:28:15,3,2.03,2.52,28,2.72555
09/17/2020 07:28:16,2.97,1.88,2.56,28,2.67501
09/17/2020 07:28:17,2.98,2,2.5,28,2.70028
09/17/2020 07:28:18,2.97,1.99,2.52,28,2.70028
09/17/2020 07:28:19,2.96,2,2.5,28,2.69306
09/17/2020 07:28:19,2.93,2.01,2.53,28,2.69667
09/17/2020 07:28:20,2.98,1.84,2.42,28,2.61364
09/17/2020 07:28:21,3.48,0.85,3.63,28,2.87356
09/17/2020 07:28:22,2.94,2.16,2.54,28,2.75804
09/17/2020 07:28:23,2.94,2.03,2.53,28,2.7075
09/17/2020 07:28:24,2.93,2.03,2.55,28,2.71111
09/17/2020 07:28:25,2.94,2.05,2.54,28,2.71833
09/17/2020 07:28:26,2.95,2.07,2.59,28,2.74721
09/17/2020 07:28:27,2.85,2.14,2.61,28,2.7436
09/17/2020 07:28:28,2.98,2.05,2.57,28,2.7436
09/17/2020 07:28:28,2.91,2.11,2.56,28,2.73638
09/17/2020 07:28:29,2.96,2.08,2.58,28,2.75082
09/17/2020 07:28:30,2.97,2.02,2.58,28,2.73277
09/17/2020 07:28:31,2.92,1.91,2.27,28,2.5631
09/17/2020 07:28:32,3.66,2.06,2.58,28,2.9963
09/17/2020 07:28:33,2.97,2.03,2.57,28,2.73277
09/17/2020 07:28:34,2.97,2.01,2.58,28,2.72916
09/17/2020 07:28:35,2.98,2.04,2.59,28,2.74721
09/17/2020 07:28:36,3,2.03,2.6,28,2.75443
09/17/2020 07:28:36,2.86,2.09,2.64,28,2.73999
09/17/2020 07:28:37,3.01,2,2.56,28,2.73277
09/17/2020 07:28:38,3,2.02,2.59,28,2.74721
09/17/2020 07:28:39,3,2.02,2.59,28,2.74721
09/17/2020 07:28:40,3,2.02,2.59,28,2.74721
09/17/2020 07:28:41,2.97,1.91,3.33,28,2.96381
09/17/2020 07:28:42,2.08,2.78,2.51,28,2.66057
09/17/2020 07:28:43,3.08,2.04,2.57,28,2.77609
09/17/2020 07:28:44,2.99,2.01,2.57,28,2.73277
09/17/2020 07:28:45,3,2.03,2.58,28,2.74721
09/17/2020 07:28:45,3.01,2.04,2.58,28,2.75443
09/17/2020 07:28:46,3.01,2.09,2.47,28,2.73277
09/17/2020 07:28:47,3.01,2.08,2.58,28,2.76887
09/17/2020 07:28:48,2.97,2.03,2.58,28,2.73638
09/17/2020 07:28:49,2.97,2.05,2.57,28,2.73999
09/17/2020 07:28:50,2.96,2.04,2.55,28,2.72555
09/17/2020 07:28:51,2.98,2.01,2.57,28,2.72916
09/17/2020 07:28:52,2.83,1.79,1.77,28,2.30679
09/17/2020 07:28:53,4.15,2.06,2.63,28,3.19124
09/17/2020 07:28:54,2.81,1.9,2.51,28,2.60642
09/17/2020 07:28:54,2.98,2.01,2.54,28,2.71833
09/17/2020 07:28:55,2.94,1.98,2.53,28,2.68945
09/17/2020 07:28:56,2.95,2,2.53,28,2.70028
09/17/2020 07:28:57,2.95,2.02,2.4,28,2.66057
09/17/2020 07:28:58,3,2.06,2.54,28,2.7436
09/17/2020 07:28:59,2.96,1.97,2.51,28,2.68584
09/17/2020 07:29:00,2.98,1.99,2.48,28,2.68945
09/17/2020 07:29:01,2.97,1.97,2.5,28,2.68584
09/17/2020 07:29:02,2.8,3,3.34,28,3.29954
09/17/2020 07:29:03,2.28,2.32,2.51,28,2.56671
09/17/2020 07:29:03,3,1.98,2.49,28,2.69667
09/17/2020 07:29:04,2.99,2.05,2.48,28,2.71472
09/17/2020 07:29:05,3.01,2.03,2.49,28,2.71833
09/17/2020 07:29:06,2.99,1.98,2.35,28,2.64252
09/17/2020 07:29:07,3.07,2.04,2.53,28,2.75804
09/17/2020 07:29:08,3.02,1.93,2.5,28,2.68945
09/17/2020 07:29:09,3,1.99,2.52,28,2.71111
09/17/2020 07:29:10,3.02,2,2.54,28,2.72916
09/17/2020 07:29:11,2.96,2.88,1.72,28,2.72916
09/17/2020 07:29:12,3.71,2.01,2.62,28,3.01074
09/17/2020 07:29:12,3.04,2.01,2.54,28,2.73999
09/17/2020 07:29:13,3.04,2.02,2.56,28,2.75082
09/17/2020 07:29:14,3.03,2.07,2.57,28,2.76887
09/17/2020 07:29:15,3,1.76,2.56,28,2.64252
09/17/2020 07:29:16,3.03,2.02,2.55,28,2.7436
09/17/2020 07:29:17,2.96,2.04,2.53,28,2.71833
09/17/2020 07:29:18,2.96,2.04,2.5,28,2.7075
09/17/2020 07:29:19,2.95,2.03,2.38,28,2.65696
09/17/2020 07:29:20,2.71,1.1,2.56,28,2.29957
09/17/2020 07:29:20,2.62,1.88,2.23,28,2.42953
09/17/2020 07:29:21,2.58,1.86,2.23,28,2.40787
09/17/2020 07:29:22,2.6,1.54,1.73,28,2.11907
09/17/2020 07:29:23,2.17,2.93,2.04,28,2.57754
09/17/2020 07:29:24,2.18,1.4,1.75,28,1.92413
09/17/2020 07:29:25,3.21,2.17,2.58,28,2.87356
09/17/2020 07:29:26,2.29,1.37,3.01,28,2.40787
09/17/2020 07:29:27,2.72,1.31,4.82,28,3.19485
09/17/2020 07:29:28,2.1,3.94,3.28,28,3.36452
09/17/2020 07:29:29,3.3,2.43,2.46,28,2.95659
09/17/2020 07:29:29,3.35,2.32,2.82,28,3.06489
09/17/2020 07:29:30,3.38,2.31,2.81,28,3.0685
09/17/2020 07:29:31,3.42,2.32,2.85,28,3.10099
09/17/2020 07:29:32,3.38,2.31,2.84,28,3.07933
09/17/2020 07:29:33,3.36,2.34,2.82,28,3.07572
09/17/2020 07:29:34,3.36,2.32,2.8,28,3.06128
09/17/2020 07:29:35,3.36,2.22,2.49,28,2.91327
09/17/2020 07:29:36,2.95,1.95,2.48,28,2.66418
09/17/2020 07:29:37,2.94,1.96,2.45,28,2.65335
09/17/2020 07:29:38,2.93,1.97,2.45,28,2.65335
09/17/2020 07:29:38,3,1.95,2.47,28,2.67862
09/17/2020 07:29:39,2.99,1.96,2.5,28,2.68945
09/17/2020 07:29:40,2.99,1.97,2.5,28,2.69306
09/17/2020 07:29:41,3.03,1.93,2.53,28,2.70389
09/17/2020 07:29:42,3.03,1.93,2.54,28,2.7075
09/17/2020 07:29:43,3.04,1.94,2.56,28,2.72194
09/17/2020 07:29:44,3,1.9,2.43,28,2.64613
09/17/2020 07:29:45,2.12,2.72,2.75,28,2.73999
09/17/2020 07:29:46,2.62,1.82,2.3,28,2.43314
09/17/2020 07:29:47,2.63,1.81,2.28,28,2.42592
09/17/2020 07:29:47,2.52,1.19,1.78,28,1.98189
09/17/2020 07:29:48,3.39,1.76,1.78,28,2.50173
09/17/2020 07:29:49,2.24,1.26,3.05,28,2.36455
09/17/2020 07:29:50,3.16,2.12,2.42,28,2.7797
09/17/2020 07:29:51,2.27,2.56,2.52,28,2.65335
09/17/2020 07:29:52,2.22,3.21,3.68,28,3.28871
09/17/2020 07:29:53,5.54,3.02,3.37,28,4.30673
09/17/2020 07:29:54,3.21,1.84,3.88,28,3.22373
09/17/2020 07:29:55,3.7,2.68,3.19,28,3.45477
09/17/2020 07:29:56,3.69,2.64,3.14,28,3.41867
09/17/2020 07:29:56,3.62,2.64,3.15,28,3.39701
09/17/2020 07:29:57,3.67,2.66,3.12,28,3.41145
09/17/2020 07:29:58,3.59,2.66,3.13,28,3.38618
09/17/2020 07:29:59,3.63,2.67,3.11,28,3.39701
09/17/2020 07:30:00,3.6,2.69,3.1,28,3.38979
