Datetime,S1,S2,S3,T,P
09/17/2020 06:04:18,0,0,1.07,28,0.38627
09/17/2020 06:04:19,0,0.92,0,28,0.33212
09/17/2020 06:04:20,0,0.86,0,28,0.31046
09/17/2020 06:04:20,0,0.86,0,28,0.31046
09/17/2020 06:04:21,0,0.87,0,28,0.31407
09/17/2020 06:04:22,1.72,1.26,0,28,1.07578
09/17/2020 06:04:23,0,1.38,0,28,0.49818
09/17/2020 06:04:24,0,1.38,0,28,0.49818
09/17/2020 06:04:25,0,1.36,0,28,0.49096
09/17/2020 06:04:26,0,1,0,28,0.361
09/17/2020 06:04:27,0,0.99,0,28,0.35739
09/17/2020 06:04:28,0,0.98,0,28,0.35378
09/17/2020 06:04:29,0,0.98,0,28,0.35378
09/17/2020 06:04:29,0,0.99,0,28,0.35739
09/17/2020 06:04:30,0,0.98,0,28,0.35378
09/17/2020 06:04:31,0,0.98,0,28,0.35378
09/17/2020 06:04:32,0,0.98,0,28,0.35378
09/17/2020 06:04:33,0,0.97,0,28,0.35017
09/17/2020 06:04:34,0,0.99,0,28,0.35739
09/17/2020 06:04:35,0,0.99,0,28,0.35739
09/17/2020 06:04:36,0,0.98,0,28,0.35378
09/17/2020 06:04:37,0,0.99,0,28,0.35739
09/17/2020 06:04:38,0,0.98,0,28,0.35378
09/17/2020 06:04:38,3.24,1.53,0.95,28,2.06492
09/17/2020 06:04:39,1.8,1.52,0.95,28,1.54147
09/17/2020 06:04:40,1.81,1.52,0.92,28,1.53425
09/17/2020 06:04:41,1.79,1.52,0.92,28,1.52703
09/17/2020 06:04:42,1.79,1.53,0.91,28,1.52703
09/17/2020 06:04:43,1.8,1.51,0.75,28,1.46566
09/17/2020 06:04:44,0,1.19,0.75,28,0.70034
09/17/2020 06:04:45,0,2.21,0.82,28,1.09383
09/17/2020 06:04:46,0,1.24,0.74,28,0.71478
09/17/2020 06:04:46,2.17,2.12,1.47,28,2.07936
09/17/2020 06:04:47,0,1.25,2.02,28,1.18047
09/17/2020 06:04:48,1.81,1.19,0,28,1.083
09/17/2020 06:04:49,0,0.98,0,28,0.35378
09/17/2020 06:04:50,0,0.98,0,28,0.35378
09/17/2020 06:04:51,0,0.97,0.86,28,0.66063
09/17/2020 06:04:52,2.13,1.36,1.01,28,1.6245
09/17/2020 06:04:53,0,1.28,0.98,28,0.81586
09/17/2020 06:04:54,0,1.3,1.01,28,0.83391
09/17/2020 06:04:55,0,1.3,0.97,28,0.81947
09/17/2020 06:04:55,0,1.28,0.96,28,0.80864
09/17/2020 06:04:56,0,1.29,0.96,28,0.81225
09/17/2020 06:04:57,0,1.31,0.96,28,0.81947
09/17/2020 06:04:58,0,1.32,0.94,28,0.81586
09/17/2020 06:04:59,0,1.32,0.96,28,0.82308
09/17/2020 06:05:00,0,1.34,0.93,28,0.81947
09/17/2020 06:05:01,1.7,1.33,0.93,28,1.42956
09/17/2020 06:05:02,0,1.33,0.93,28,0.81586
09/17/2020 06:05:03,0,1.32,0.92,28,0.80864
09/17/2020 06:05:04,0,1.33,0.93,28,0.81586
09/17/2020 06:05:04,0,1.34,0.93,28,0.81947
09/17/2020 06:05:05,0,1.33,0.92,28,0.81225
09/17/2020 06:05:06,0,1.34,0.93,28,0.81947
09/17/2020 06:05:07,0,1.34,0.92,28,0.81586
09/17/2020 06:05:08,0,1.34,0.94,28,0.82308
09/17/2020 06:05:09,0,1.34,0.95,28,0.82669
09/17/2020 06:05:10,0,1.32,0.93,28,0.81225
09/17/2020 06:05:11,0,1.33,0.97,28,0.8303
09/17/2020 06:05:12,0,1.3,0.97,28,0.81947
09/17/2020 06:05:13,0,1.3,0.95,28,0.81225
09/17/2020 06:05:13,0,1.29,0.95,28,0.80864
09/17/2020 06:05:14,0,1.33,0.98,28,0.83391
09/17/2020 06:05:15,0,1.3,0.96,28,0.81586
09/17/2020 06:05:16,1.71,1.3,0.96,28,1.43317
09/17/2020 06:05:17,1.72,1.3,0.94,28,1.42956
09/17/2020 06:05:18,1.72,1.28,0.98,28,1.43678
09/17/2020 06:05:19,1.72,1.33,0.93,28,1.43678
09/17/2020 06:05:20,1.71,1.32,0.92,28,1.42595
09/17/2020 06:05:21,0,1.32,0.9,28,0.80142
09/17/2020 06:05:22,1.7,1.33,0.9,28,1.41873
09/17/2020 06:05:22,0,1.34,0.91,28,0.81225
09/17/2020 06:05:23,0,1.34,0.91,28,0.81225
09/17/2020 06:05:24,0,1.34,0.92,28,0.81586
09/17/2020 06:05:25,0,1.33,0.91,28,0.80864
09/17/2020 06:05:26,0,1.33,0.92,28,0.81225
09/17/2020 06:05:27,1.71,1.33,0.93,28,1.43317
09/17/2020 06:05:28,0,1.32,0.94,28,0.81586
09/17/2020 06:05:29,0,1.31,0.96,28,0.81947
09/17/2020 06:05:30,0,1.29,0.96,28,0.81225
09/17/2020 06:05:31,0,1.3,0.99,28,0.82669
09/17/2020 06:05:31,0,1.3,0.96,28,0.81586
09/17/2020 06:05:32,0,1.31,0.98,28,0.82669
09/17/2020 06:05:33,0,1.3,0.95,28,0.81225
09/17/2020 06:05:34,0,1.29,0.94,28,0.80503
09/17/2020 06:05:35,0,1.3,0.95,28,0.81225
09/17/2020 06:05:36,0,1.3,0.94,28,0.80864
09/17/2020 06:05:37,1.71,1.32,0.92,28,1.42595
09/17/2020 06:05:38,0,1.32,0.92,28,0.80864
09/17/2020 06:05:39,0,1.34,0.9,28,0.80864
09/17/2020 06:05:40,0,1.55,1.84,28,1.22379
09/17/2020 06:05:40,2.37,1.48,1.76,28,2.02521
09/17/2020 06:05:41,2.32,1.46,1.76,28,1.99994
09/17/2020 06:05:42,2.32,1.45,1.77,28,1.99994
09/17/2020 06:05:43,2.32,1.44,1.77,28,1.99633
09/17/2020 06:05:44,2.32,1.44,1.76,28,1.99272
09/17/2020 06:05:45,2.3,1.43,1.78,28,1.98911
09/17/2020 06:05:46,2.28,1.45,1.81,28,1.99994
09/17/2020 06:05:47,2.31,1.45,1.83,28,2.01799
09/17/2020 06:05:48,2.31,1.42,1.85,28,2.01438
09/17/2020 06:05:49,2.34,1.42,1.83,28,2.01799
09/17/2020 06:05:49,2.34,1.4,1.8,28,1.99994
09/17/2020 06:05:50,2.33,1.41,1.77,28,1.98911
09/17/2020 06:05:51,2.31,1.41,1.78,28,1.9855
09/17/2020 06:05:52,2.3,1.42,1.8,28,1.99272
09/17/2020 06:05:53,2.34,1.42,1.81,28,2.01077
09/17/2020 06:05:54,2.36,1.42,1.78,28,2.00716
09/17/2020 06:05:55,2.32,1.42,1.76,28,1.9855
09/17/2020 06:05:56,2.29,1.43,1.75,28,1.97467
09/17/2020 06:05:57,2.29,1.42,1.79,28,1.9855
09/17/2020 06:05:58,2.36,1.43,1.81,28,2.0216
09/17/2020 06:05:58,2.36,1.43,1.78,28,2.01077
09/17/2020 06:05:59,2.3,1.44,1.73,28,1.97467
09/17/2020 06:06:00,2.27,1.49,1.78,28,1.99994
09/17/2020 06:06:01,2.3,1.45,1.81,28,2.00716
09/17/2020 06:06:02,2.34,1.45,1.79,28,2.01438
09/17/2020 06:06:03,2.3,1.45,1.72,28,1.97467
09/17/2020 06:06:04,2.27,1.48,1.75,28,1.9855
09/17/2020 06:06:05,2.25,1.49,1.8,28,1.99994
09/17/2020 06:06:06,2.3,1.34,1.78,28,1.95662
09/17/2020 06:06:07,1.9,1.27,1.75,28,1.77612
09/17/2020 06:06:07,1.88,1.29,1.71,28,1.76168
09/17/2020 06:06:08,1.86,1.25,1.74,28,1.75085
09/17/2020 06:06:09,1.87,1.24,1.74,28,1.75085
09/17/2020 06:06:10,1.9,1.26,1.78,28,1.78334
09/17/2020 06:06:11,1.92,1.22,1.78,28,1.77612
09/17/2020 06:06:12,1.9,1.25,1.74,28,1.76529
09/17/2020 06:06:13,1.87,1.26,1.7,28,1.74363
09/17/2020 06:06:14,1.86,1.26,1.72,28,1.74724
09/17/2020 06:06:15,1.87,1.25,1.74,28,1.75446
09/17/2020 06:06:15,1.9,1.25,1.78,28,1.77973
09/17/2020 06:06:16,1.91,1.25,1.75,28,1.77251
09/17/2020 06:06:17,1.89,1.24,1.71,28,1.74724
09/17/2020 06:06:18,1.86,1.25,1.7,28,1.73641
09/17/2020 06:06:19,1.87,1.25,1.73,28,1.75085
09/17/2020 06:06:20,1.89,1.26,1.76,28,1.77251
09/17/2020 06:06:21,1.91,1.24,1.74,28,1.76529
09/17/2020 06:06:22,1.9,1.22,1.72,28,1.74724
09/17/2020 06:06:23,1.85,1.21,1.71,28,1.72197
09/17/2020 06:06:24,1.89,1.21,1.74,28,1.74724
09/17/2020 06:06:24,1.93,1.2,1.76,28,1.76529
09/17/2020 06:06:25,1.93,1.21,1.73,28,1.75807
09/17/2020 06:06:26,1.89,1.2,1.71,28,1.7328
09/17/2020 06:06:27,1.87,1.21,1.74,28,1.74002
09/17/2020 06:06:28,1.9,1.2,1.78,28,1.76168
09/17/2020 06:06:29,1.92,1.18,1.75,28,1.75085
09/17/2020 06:06:30,1.9,1.19,1.71,28,1.7328
09/17/2020 06:06:31,1.9,1.19,1.73,28,1.74002
09/17/2020 06:06:32,1.92,1.19,1.79,28,1.7689
09/17/2020 06:06:33,1.94,1.15,1.76,28,1.75085
09/17/2020 06:06:33,1.94,1.19,1.73,28,1.75446
09/17/2020 06:06:34,1.91,1.19,1.73,28,1.74363
09/17/2020 06:06:35,1.89,1.22,1.75,28,1.75446
09/17/2020 06:06:36,1.93,1.18,1.78,28,1.76529
09/17/2020 06:06:37,1.92,1.2,1.76,28,1.76168
09/17/2020 06:06:38,1.92,1.19,1.73,28,1.74724
09/17/2020 06:06:39,1.9,1.2,1.71,28,1.73641
09/17/2020 06:06:40,1.89,1.2,1.75,28,1.74724
09/17/2020 06:06:41,1.93,1.21,1.77,28,1.77251
09/17/2020 06:06:42,1.94,1.2,1.78,28,1.77612
09/17/2020 06:06:42,1.92,1.21,1.73,28,1.75446
09/17/2020 06:06:43,1.89,1.22,1.72,28,1.74363
09/17/2020 06:06:44,1.87,1.22,1.72,28,1.73641
09/17/2020 06:06:45,1.89,1.24,1.77,28,1.7689
09/17/2020 06:06:46,1.92,1.22,1.79,28,1.77973
09/17/2020 06:06:47,1.93,1.22,1.76,28,1.77251
09/17/2020 06:06:48,1.88,1.21,1.72,28,1.73641
09/17/2020 06:06:49,1.89,1.2,1.71,28,1.7328
09/17/2020 06:06:50,1.85,1.23,1.74,28,1.74002
09/17/2020 06:06:51,1.9,1.24,1.8,28,1.78334
09/17/2020 06:06:51,1.92,1.22,1.79,28,1.77973
09/17/2020 06:06:52,1.88,1.22,1.77,28,1.75807
09/17/2020 06:06:53,1.88,1.19,1.75,28,1.74002
09/17/2020 06:06:54,1.86,1.21,1.77,28,1.74724
09/17/2020 06:06:55,1.86,1.21,1.77,28,1.74724
09/17/2020 06:06:56,1.88,1.27,1.78,28,1.77973
09/17/2020 06:06:57,1.91,1.21,1.81,28,1.77973
09/17/2020 06:06:58,1.88,1.2,1.79,28,1.75807
09/17/2020 06:06:59,1.87,1.17,1.75,28,1.72919
09/17/2020 06:07:00,1.85,1.17,1.75,28,1.72197
09/17/2020 06:07:00,1.85,1.19,1.77,28,1.73641
09/17/2020 06:07:01,1.89,1.19,1.82,28,1.7689
09/17/2020 06:07:02,1.91,1.17,1.81,28,1.76529
09/17/2020 06:07:03,1.91,1.17,1.78,28,1.75446
09/17/2020 06:07:04,1.89,1.17,1.74,28,1.7328
09/17/2020 06:07:05,1.88,1.2,1.73,28,1.73641
09/17/2020 06:07:06,1.88,1.2,1.74,28,1.74002
09/17/2020 06:07:07,1.89,1.21,1.75,28,1.75085
09/17/2020 06:07:08,1.91,1.23,1.77,28,1.77251
09/17/2020 06:07:09,1.91,1.24,1.76,28,1.77251
09/17/2020 06:07:09,1.9,1.23,1.73,28,1.75446
09/17/2020 06:07:10,1.91,1.26,1.72,28,1.76529
09/17/2020 06:07:11,1.86,1.25,1.69,28,1.7328
09/17/2020 06:07:12,1.86,1.24,1.73,28,1.74363
09/17/2020 06:07:13,1.88,1.22,1.78,28,1.76168
09/17/2020 06:07:14,1.91,1.19,1.82,28,1.77612
09/17/2020 06:07:15,1.94,1.18,1.83,28,1.78695
09/17/2020 06:07:16,1.94,1.15,1.82,28,1.77251
09/17/2020 06:07:17,1.91,1.14,1.77,28,1.74002
09/17/2020 06:07:18,1.92,1.16,1.77,28,1.75085
09/17/2020 06:07:18,1.9,1.16,1.75,28,1.73641
09/17/2020 06:07:19,1.91,1.21,1.76,28,1.76168
09/17/2020 06:07:20,1.92,1.18,1.77,28,1.75807
09/17/2020 06:07:21,1.92,1.21,1.78,28,1.77251
09/17/2020 06:07:22,1.93,1.22,1.79,28,1.78334
09/17/2020 06:07:23,1.93,1.25,1.78,28,1.79056
09/17/2020 06:07:24,1.92,1.23,1.75,28,1.7689
09/17/2020 06:07:25,1.91,1.24,1.74,28,1.76529
09/17/2020 06:07:26,1.88,1.22,1.74,28,1.74724
09/17/2020 06:07:27,1.87,1.21,1.74,28,1.74002
09/17/2020 06:07:27,1.87,1.18,1.75,28,1.7328
09/17/2020 06:07:28,1.88,1.18,1.77,28,1.74363
09/17/2020 06:07:29,1.89,1.18,1.79,28,1.75446
09/17/2020 06:07:30,1.94,1.18,1.81,28,1.77973
09/17/2020 06:07:31,1.98,1.17,1.82,28,1.79417
09/17/2020 06:07:32,1.95,1.18,1.79,28,1.77612
09/17/2020 06:07:33,1.97,1.19,1.77,28,1.77973
09/17/2020 06:07:34,1.93,1.21,1.72,28,1.75446
09/17/2020 06:07:35,1.93,1.21,1.72,28,1.75446
09/17/2020 06:07:36,1.9,1.24,1.71,28,1.75085
09/17/2020 06:07:36,1.9,1.23,1.73,28,1.75446
09/17/2020 06:07:37,1.88,1.25,1.73,28,1.75446
09/17/2020 06:07:38,1.88,1.23,1.78,28,1.76529
09/17/2020 06:07:39,1.89,1.23,1.78,28,1.7689
09/17/2020 06:07:40,1.92,1.22,1.82,28,1.79056
09/17/2020 06:07:41,1.92,1.19,1.81,28,1.77612
09/17/2020 06:07:42,1.95,1.16,1.82,28,1.77973
09/17/2020 06:07:43,1.93,1.17,1.8,28,1.7689
09/17/2020 06:07:44,1.94,1.18,1.78,28,1.7689
09/17/2020 06:07:45,1.95,1.17,1.77,28,1.76529
09/17/2020 06:07:45,1.94,1.19,1.76,28,1.76529
09/17/2020 06:07:46,1.94,1.2,1.73,28,1.75807
09/17/2020 06:07:47,1.93,1.19,1.71,28,1.74363
09/17/2020 06:07:48,1.94,1.2,1.7,28,1.74724
09/17/2020 06:07:49,1.92,1.22,1.69,28,1.74363
09/17/2020 06:07:50,1.92,1.24,1.7,28,1.75446
09/17/2020 06:07:51,1.92,1.25,1.71,28,1.76168
09/17/2020 06:07:52,1.91,1.27,1.74,28,1.77612
09/17/2020 06:07:53,1.91,1.26,1.76,28,1.77973
09/17/2020 06:07:53,1.94,1.23,1.79,28,1.79056
09/17/2020 06:07:54,1.94,1.24,1.8,28,1.79778
09/17/2020 06:07:55,1.94,1.22,1.8,28,1.79056
09/17/2020 06:07:56,1.93,1.22,1.81,28,1.79056
09/17/2020 06:07:57,1.93,1.18,1.8,28,1.77251
09/17/2020 06:07:58,1.95,1.17,1.81,28,1.77973
09/17/2020 06:07:59,1.94,1.19,1.79,28,1.77612
09/17/2020 06:08:00,1.96,1.17,1.78,28,1.77251
09/17/2020 06:08:01,1.95,1.19,1.76,28,1.7689
09/17/2020 06:08:02,1.95,1.19,1.73,28,1.75807
09/17/2020 06:08:02,1.92,1.17,1.73,28,1.74002
09/17/2020 06:08:03,1.93,1.19,1.73,28,1.75085
09/17/2020 06:08:04,1.92,1.18,1.72,28,1.74002
09/17/2020 06:08:05,1.92,1.21,1.71,28,1.74724
09/17/2020 06:08:06,1.93,1.21,1.72,28,1.75446
09/17/2020 06:08:07,1.91,1.22,1.74,28,1.75807
09/17/2020 06:08:08,1.91,1.26,1.72,28,1.76529
09/17/2020 06:08:09,1.91,1.28,1.75,28,1.78334
09/17/2020 06:08:10,1.91,1.26,1.74,28,1.77251
09/17/2020 06:08:11,1.91,1.31,1.76,28,1.79778
09/17/2020 06:08:11,1.92,1.24,1.77,28,1.77973
09/17/2020 06:08:12,1.93,1.28,1.77,28,1.79778
09/17/2020 06:08:13,1.94,1.24,1.8,28,1.79778
09/17/2020 06:08:14,1.94,1.21,1.8,28,1.78695
09/17/2020 06:08:15,1.94,1.25,1.83,28,1.81222
09/17/2020 06:08:16,1.96,1.17,1.83,28,1.79056
09/17/2020 06:08:17,1.97,1.17,1.83,28,1.79417
09/17/2020 06:08:18,1.97,1.17,1.83,28,1.79417
09/17/2020 06:08:19,1.98,1.16,1.83,28,1.79417
09/17/2020 06:08:20,1.98,1.2,1.81,28,1.80139
09/17/2020 06:08:20,1.99,1.18,1.82,28,1.80139
09/17/2020 06:08:21,2.01,1.2,1.8,28,1.80861
09/17/2020 06:08:22,1.99,1.22,1.8,28,1.80861
09/17/2020 06:08:23,1.99,1.23,1.79,28,1.80861
09/17/2020 06:08:24,2.01,1.23,1.8,28,1.81944
09/17/2020 06:08:25,1.98,1.22,1.79,28,1.80139
09/17/2020 06:08:26,2,1.24,1.8,28,1.81944
09/17/2020 06:08:27,1.97,1.22,1.79,28,1.79778
09/17/2020 06:08:28,1.97,1.23,1.79,28,1.80139
09/17/2020 06:08:29,1.97,1.26,1.81,28,1.81944
09/17/2020 06:08:29,1.95,1.28,1.79,28,1.81222
09/17/2020 06:08:30,1.95,1.22,1.85,28,1.81222
09/17/2020 06:08:31,1.95,1.22,1.81,28,1.79778
09/17/2020 06:08:32,1.95,1.25,1.83,28,1.81583
09/17/2020 06:08:33,1.96,1.19,1.82,28,1.79417
09/17/2020 06:08:34,1.95,1.18,1.84,28,1.79417
09/17/2020 06:08:35,1.96,1.19,1.82,28,1.79417
09/17/2020 06:08:36,1.96,1.24,1.83,28,1.81583
09/17/2020 06:08:37,1.97,1.18,1.82,28,1.79417
09/17/2020 06:08:38,1.98,1.19,1.8,28,1.79417
09/17/2020 06:08:38,1.99,1.2,1.79,28,1.79778
09/17/2020 06:08:39,1.98,1.19,1.78,28,1.78695
09/17/2020 06:08:40,1.98,1.24,1.78,28,1.805
09/17/2020 06:08:41,1.97,1.24,1.78,28,1.80139
09/17/2020 06:08:42,1.96,1.24,1.77,28,1.79417
09/17/2020 06:08:43,1.96,1.24,1.79,28,1.80139
09/17/2020 06:08:44,1.95,1.22,1.78,28,1.78695
09/17/2020 06:08:45,1.95,1.22,1.8,28,1.79417
09/17/2020 06:08:46,1.96,1.22,1.82,28,1.805
09/17/2020 06:08:47,1.97,1.22,1.81,28,1.805
09/17/2020 06:08:47,1.98,1.19,1.83,28,1.805
09/17/2020 06:08:48,1.96,1.17,1.84,28,1.79417
09/17/2020 06:08:49,1.98,1.18,1.85,28,1.80861
09/17/2020 06:08:50,1.97,1.17,1.86,28,1.805
09/17/2020 06:08:51,1.99,1.16,1.84,28,1.80139
09/17/2020 06:08:52,2,1.15,1.86,28,1.80861
09/17/2020 06:08:53,2,1.17,1.84,28,1.80861
09/17/2020 06:08:54,2.01,1.22,1.82,28,1.82305
09/17/2020 06:08:55,1.98,1.19,1.81,28,1.79778
09/17/2020 06:08:56,1.99,1.2,1.79,28,1.79778
09/17/2020 06:08:56,1.98,1.25,1.79,28,1.81222
09/17/2020 06:08:57,1.98,1.21,1.78,28,1.79417
09/17/2020 06:08:58,1.95,1.25,1.79,28,1.80139
09/17/2020 06:08:59,1.95,1.23,1.75,28,1.77973
09/17/2020 06:09:00,1.92,1.24,1.74,28,1.7689
09/17/2020 06:09:01,1.92,1.23,1.74,28,1.76529
09/17/2020 06:09:02,1.91,1.22,1.75,28,1.76168
09/17/2020 06:09:03,1.9,1.2,1.75,28,1.75085
09/17/2020 06:09:04,1.9,1.2,1.76,28,1.75446
09/17/2020 06:09:05,1.9,1.2,1.75,28,1.75085
09/17/2020 06:09:05,1.93,1.2,1.77,28,1.7689
09/17/2020 06:09:06,1.92,1.16,1.76,28,1.74724
09/17/2020 06:09:07,1.93,1.17,1.75,28,1.75085
09/17/2020 06:09:08,1.94,1.17,1.75,28,1.75446
09/17/2020 06:09:09,1.95,1.16,1.74,28,1.75085
09/17/2020 06:09:10,1.95,1.19,1.73,28,1.75807
09/17/2020 06:09:11,1.97,1.2,1.73,28,1.7689
09/17/2020 06:09:12,1.95,1.22,1.72,28,1.76529
09/17/2020 06:09:13,1.97,1.24,1.73,28,1.78334
09/17/2020 06:09:14,1.95,1.25,1.72,28,1.77612
09/17/2020 06:09:14,1.95,1.24,1.76,28,1.78695
09/17/2020 06:09:15,1.94,1.26,1.76,28,1.79056
09/17/2020 06:09:16,1.95,1.29,1.76,28,1.805
09/17/2020 06:09:17,1.95,1.23,1.79,28,1.79417
09/17/2020 06:09:18,1.95,1.27,1.8,28,1.81222
09/17/2020 06:09:19,1.96,1.2,1.8,28,1.79056
09/17/2020 06:09:20,1.97,1.21,1.82,28,1.805
09/17/2020 06:09:21,1.97,1.18,1.83,28,1.79778
09/17/2020 06:09:22,1.98,1.21,1.81,28,1.805
09/17/2020 06:09:23,1.99,1.21,1.82,28,1.81222
09/17/2020 06:09:23,1.99,1.21,1.8,28,1.805
09/17/2020 06:09:24,1.99,1.25,1.77,28,1.80861
09/17/2020 06:09:25,1.98,1.24,1.75,28,1.79417
09/17/2020 06:09:26,1.97,1.28,1.74,28,1.80139
09/17/2020 06:09:27,1.94,1.26,1.74,28,1.78334
09/17/2020 06:09:28,1.94,1.26,1.74,28,1.78334
09/17/2020 06:09:29,1.91,1.23,1.76,28,1.7689
09/17/2020 06:09:30,1.92,1.21,1.75,28,1.76168
09/17/2020 06:09:31,1.92,1.2,1.76,28,1.76168
09/17/2020 06:09:32,1.92,1.2,1.75,28,1.75807
09/17/2020 06:09:32,1.93,1.24,1.76,28,1.77973
09/17/2020 06:09:33,1.95,1.21,1.74,28,1.7689
09/17/2020 06:09:34,1.97,1.23,1.77,28,1.79417
09/17/2020 06:09:35,1.96,1.29,1.76,28,1.80861
09/17/2020 06:09:36,1.95,1.22,1.78,28,1.78695
09/17/2020 06:09:37,1.95,1.24,1.8,28,1.80139
09/17/2020 06:09:38,1.94,1.23,1.81,28,1.79778
09/17/2020 06:09:39,1.96,1.2,1.82,28,1.79778
09/17/2020 06:09:40,1.95,1.21,1.83,28,1.80139
09/17/2020 06:09:40,1.97,1.18,1.81,28,1.79056
09/17/2020 06:09:41,1.96,1.18,1.79,28,1.77973
09/17/2020 06:09:42,1.95,1.18,1.78,28,1.77251
09/17/2020 06:09:43,1.95,1.2,1.74,28,1.76529
09/17/2020 06:09:44,1.94,1.23,1.7,28,1.75807
09/17/2020 06:09:45,1.93,1.24,1.71,28,1.76168
09/17/2020 06:09:46,1.9,1.24,1.7,28,1.74724
09/17/2020 06:09:47,1.9,1.22,1.73,28,1.75085
09/17/2020 06:09:48,1.92,1.24,1.73,28,1.76529
09/17/2020 06:09:49,1.91,1.19,1.76,28,1.75446
09/17/2020 06:09:49,1.93,1.21,1.76,28,1.7689
09/17/2020 06:09:50,1.94,1.16,1.77,28,1.75807
09/17/2020 06:09:51,1.97,1.17,1.77,28,1.77251
09/17/2020 06:09:52,1.97,1.22,1.73,28,1.77612
09/17/2020 06:09:53,1.97,1.25,1.77,28,1.80139
09/17/2020 06:09:54,1.97,1.27,1.77,28,1.80861
09/17/2020 06:09:55,1.94,1.25,1.79,28,1.79778
09/17/2020 06:09:56,1.96,1.27,1.79,28,1.81222
09/17/2020 06:09:57,1.97,1.23,1.81,28,1.80861
09/17/2020 06:09:58,1.96,1.24,1.8,28,1.805
09/17/2020 06:09:58,1.93,1.21,1.78,28,1.77612
09/17/2020 06:09:59,1.95,1.21,1.74,28,1.7689
09/17/2020 06:10:00,1.95,1.21,1.74,28,1.7689
09/17/2020 06:10:01,1.95,1.24,1.69,28,1.76168
09/17/2020 06:10:02,1.92,1.3,1.71,28,1.77973
09/17/2020 06:10:03,1.91,1.26,1.71,28,1.76168
09/17/2020 06:10:04,1.91,1.26,1.7,28,1.75807
09/17/2020 06:10:05,1.92,1.22,1.73,28,1.75807
09/17/2020 06:10:06,1.93,1.18,1.75,28,1.75446
09/17/2020 06:10:07,1.93,1.18,1.78,28,1.76529
09/17/2020 06:10:07,1.96,1.16,1.81,28,1.77973
09/17/2020 06:10:08,1.98,1.19,1.75,28,1.77612
09/17/2020 06:10:09,1.99,1.22,1.78,28,1.80139
09/17/2020 06:10:10,1.99,1.23,1.79,28,1.80861
09/17/2020 06:10:11,1.98,1.24,1.78,28,1.805
09/17/2020 06:10:12,2.01,1.21,1.78,28,1.805
09/17/2020 06:10:13,1.96,1.21,1.8,28,1.79417
09/17/2020 06:10:14,1.94,1.21,1.81,28,1.79056
09/17/2020 06:10:15,1.93,1.18,1.79,28,1.7689
09/17/2020 06:10:16,1.92,1.18,1.78,28,1.76168
09/17/2020 06:10:16,1.92,1.2,1.74,28,1.75446
09/17/2020 06:10:17,1.92,1.2,1.75,28,1.75807
09/17/2020 06:10:18,1.93,1.22,1.71,28,1.75446
09/17/2020 06:10:19,1.93,1.21,1.71,28,1.75085
09/17/2020 06:10:20,1.92,1.22,1.72,28,1.75446
09/17/2020 06:10:21,1.92,1.23,1.76,28,1.77251
09/17/2020 06:10:22,1.92,1.2,1.76,28,1.76168
09/17/2020 06:10:23,1.93,1.21,1.78,28,1.77612
09/17/2020 06:10:24,0,1,1.62,28,0.94582
09/17/2020 06:10:25,0,0,1.4,28,0.5054
09/17/2020 06:10:25,0,0,1.41,28,0.50901
09/17/2020 06:10:26,0,0,1.42,28,0.51262
09/17/2020 06:10:27,0,0.61,1.42,28,0.73283
09/17/2020 06:10:28,0,0,1.42,28,0.51262
09/17/2020 06:10:29,0,0,1.4,28,0.5054
09/17/2020 06:10:30,0,0,1.38,28,0.49818
09/17/2020 06:10:31,0,0,1.36,28,0.49096
09/17/2020 06:10:32,0,0,1.35,28,0.48735
09/17/2020 06:10:33,0,0,1.34,28,0.48374
09/17/2020 06:10:34,0,0,0,28,0
09/17/2020 06:10:34,0,0,0,28,0
09/17/2020 06:10:35,0,0,0,28,0
09/17/2020 06:10:36,0,0,0,28,0
09/17/2020 06:10:37,0,0,0,28,0
09/17/2020 06:10:38,0,0,0,28,0
09/17/2020 06:10:39,0,0,0,28,0
09/17/2020 06:10:40,0,0,0,28,0
09/17/2020 06:10:41,0,0,0,28,0
09/17/2020 06:10:42,0,0,0,28,0
09/17/2020 06:10:43,0,0,0,28,0
09/17/2020 06:10:43,0,0,0,28,0
09/17/2020 06:10:44,0,0,0,28,0
09/17/2020 06:10:45,0,0.97,1.61,28,0.93138
09/17/2020 06:10:46,0,1.15,0.88,28,0.73283
09/17/2020 06:10:47,0,1.15,0.88,28,0.73283
09/17/2020 06:10:48,0,1.15,0.88,28,0.73283
09/17/2020 06:10:49,0,1.15,0.88,28,0.73283
09/17/2020 06:10:50,0,1.15,0.88,28,0.73283
09/17/2020 06:10:51,0,0.87,0.72,28,0.57399
09/17/2020 06:10:52,0,0.84,2.14,28,1.07578
09/17/2020 06:10:52,0,0.86,0.79,28,0.59565
09/17/2020 06:10:53,0,2.55,1.38,28,1.41873
09/17/2020 06:10:54,1.73,1.41,0.78,28,1.41512
09/17/2020 06:10:55,2.71,1.53,0.71,28,1.78695
09/17/2020 06:10:56,5.42,4.8,7.55,28,6.41497
09/17/2020 06:10:57,14.87,18.66,22.87,28,20.3604
09/17/2020 06:10:58,29.21,5.3,4.91,28,14.23062
09/17/2020 06:10:59,6.32,2.01,2.98,28,4.08291
09/17/2020 06:11:00,2.89,2.49,2.31,28,2.77609
09/17/2020 06:11:01,2.66,2.48,2.24,28,2.66418
